Date / Time,City,State,Country,Shape,Duration,Summary,Posted,Images
11/22/22 22:50,Pittsburgh,PA,USA,Cross,10-15 minutes,Two brightly lit objects appeared simultaneously on the horizon flying over our home approximately 5 -,12/22/22,
11/22/22 22:00,Las Vegas,NV,USA,Teardrop,Seconds,Bright glowing green object,12/22/22,
11/22/22 21:38,Bridgeport,CT,USA,Triangle,10-13 seconds,One flying unidentified object seen. There were blue and red lights flashing. The color changed from blue to red and red to blue quick.,12/22/22,Yes
11/22/22 20:32,Sunman,IN,USA,Light,2 seconds,"2 seconds light, 5000-ish ft high, traveling east to west. Could not hear engine or nothing, absolute silence.",12/22/22,
11/22/22 18:30,North Branford,CT,USA,Triangle,,One with triangle light sequence one very bright,12/22/22,
11/22/22 18:05,Carbondale,IL,USA,Triangle,30 seconds,The craft was seen in the Northeast sky moving westbound at 6:05 pm 11/22/2022.,12/22/22,
11/22/22 17:56,Chicago,,,Light,,Three lights flashing and stationed,12/22/22,
11/22/22 17:21,Waterford,CT,USA,Unknown,1 minute,The left one was bigger and white- the right was was smaller and red. It was NOT airplanes. ((NUFORC Note: Contrails. PD)),12/22/22,Yes
11/22/22 17:08,Lopatcong,NJ,USA,Circle,Approx 15 minutes,circled moving left to right then back to left in relation to each other.,12/22/22,Yes
11/22/22 16:54,San Diego,CA,USA,Light,6 minutes,"I seen 4 lights in a line, 3 moved formatically",12/22/22,
11/22/22 16:47,Mount Joy,PA,USA,Light,Few seconds,Extremely bright light blinking on then off and moved to different position in high atmosphere,12/22/22,
11/22/22 09:09,Roseville,MN,USA,Changing,Everyday,Electromagnetic pulse,12/22/22,
11/22/22 08:50,Roseville,MN,USA,Triangle,1-2 minutes,Orangish zigzag diamond shaped thing,12/22/22,Yes
11/22/22 08:40,Wauconda,IL,USA,Oval,5 min,Saw metal object hovering disappeared and reappeared,12/22/22,
11/22/22 02:36,Menifee,CA,USA,Fireball,1 to 2 seconds,"Blue disk like fire ball appeared in the sky, Flew downwards into the sky and disappeared instantly.",12/22/22,
11/22/22 02:30,Sofia,Sofia City Province,Bulgaria,Diamond,1,1 object far away,12/22/22,Yes
11/21/22 23:49,Las Vegas,NV,USA,Triangle,For a bout a year,Right over me me would play saying traingles right over me my senses would like amplify and I would black out sometimes,12/22/22,
11/21/22 22:00,Downingtown,PA,USA,Fireball,24/7,Radiation emitting from changing ever present thing,12/22/22,
11/21/22 20:45,Forest Lake,MN,USA,Unknown,2004 2006? 2min or less,We saw 3 objects appear in Eastern sky at dusk one evening on our pontoon,12/22/22,
11/21/22 20:30,Steger,IL,USA,Unknown,about 8 or 9 minutes,hovering & meandering object 2 red sequential blinking lights and solid greenish lights flew overhead then W/NW over forest over a mile,12/22/22,Yes
11/21/22 20:00,Johnstown,PA,USA,Star,1 hour and still there,"Moves at high speed in multiple directions, changes from solid white to solid blue or red light,",12/22/22,
11/21/22 19:10,Oregon,WI,USA,Circle,2 Minutes,Drone sightings?,12/22/22,
11/21/22 09:13,Las Vegas,NV,USA,Unknown,~10 seconds,"Saw what appeared to be a piece of blowing trash at ~400' altitude and about ~60mph, but then realized conditions were calm.",12/22/22,
11/20/22 22:52,Mt. Hope,WV,USA,Other,1 hour plus,"Distant sighting, unfortunately I may not have enough useful info to be helpful",12/22/22,
11/20/22 22:00,Oregon,WI,USA,Circle,All night,See videos,12/22/22,
11/20/22 20:15,Los Alamos,NM,USA,Light,2 seconds,Unexplainable FAST Aircraft,12/22/22,
11/20/22 18:58,,,USA,Triangle,over a minute,Silent UFO IN THE NIGHT,12/22/22,
11/20/22 18:50,San Antonio,TX,USA,Light,3-5 seconds,Light passed over car on access road and disappeared,12/22/22,Yes
11/20/22 18:20,Gaithersburg,MD,USA,Light,About 1 to minutes,It was a string if vertical light and above that a shorter string of horizontal lights moving in perfect formation,12/22/22,
11/20/22 18:01,Thane,Maharashtra,India,Unknown,1-2minutes.It was moving,This was not an aircraft. Please check the video.,12/22/22,
11/20/22 17:25,Flint,MI,USA,Fireball,45 mins,"Fell from the sky, entered our atmosphere..floated around, shot back Into space",12/22/22,Yes
11/20/22 17:01,Hibbing or Kelly Lake,MN,USA,Unknown,3 minutes or 3miles,Pulsating clear lights,12/22/22,Yes
11/20/22 12:17,Fisherville,KY,USA,Changing,Approximately 5 Minutes,"Bright, Changing Spot Changing Shape Near Airplane",12/22/22,Yes
11/20/22 10:45,NORTH HOLLYWOOD,CA,USA,Light,15 min+,"Slow, deliberate (but non satellite behavior), reflective",12/22/22,Yes
11/19/22 23:49,Thamesford,ON,Canada,Changing,,Saucer life bright ball in sky with blue lights,12/22/22,
11/19/22 22:02,Sun city,AZ,USA,Light,3 minutes approximately,"I was walking a dog and saw a bright light in the sky I thought was a star but it was changing colors, moving and seemed to respond",12/22/22,
11/19/22 21:40,Orcutt,CA,USA,Light,10 minutes,Strange light flashing red also possibly blue or green,12/22/22,Yes
11/19/22 21:36,Maplewood,MN,USA,Disk,2-3 minutes,Noted ufo when driving,12/22/22,Yes
11/19/22 21:03,Holly Hill,SC,USA,Diamond,Approx 10minutes,"Diamond shape figure. Hoovering in one area, it had red, green, blue lights flashing on it. At times it would make a sudden jerk upward",12/22/22,
11/19/22 19:36,Winston Salem,NC,USA,Circle,"About 1 min, took pic.","Circle shaped, lights (different colors) around, dark gray color, very large size, humming sounds as slow passing. Another person w",12/22/22,Yes
11/19/22 18:07,Brandywine,MD,USA,Circle,1 minute,Slow moving light with blue aura about 2/3rds through the video,12/22/22,
11/19/22 18:05,Eugene,OR,USA,Changing,15 to 20 minutes total,"t had red, white lights went back and forth. Hovering and quick, then zig zag motions.",12/22/22,
11/19/22 17:55,Chicago,IL,USA,Rectangle,A minute or so,A green unidentified flying object appeared while I was taking a video,12/22/22,Yes
11/19/22 15:51,bellgrade,MT,USA,Disk,about 2 minutes,UFO/ UAP over Bozeman Montana. Ship was at least 100 yards width and 20 yards hight hovering for two min and disappearing in a flash,12/22/22,
11/19/22 07:10,Fulks Run,VA,USA,Changing,since7pm last night,I'm still covered in goose bumps sleep was impossible life has been forever changed,12/22/22,
11/19/22 02:40,St Louis,MO,USA,Triangle,1 minute,Triangle Shaped Reflective Cloak,12/22/22,
11/18/22 22:46,Morpeth,Northumberland,United Kingdom,Triangle,1 minute,Bright triangle craft,12/22/22,
11/18/22 19:14,Mount Horeb,WI,USA,Other,3-5 seconds,"almost satellite/telescope shaped but was either very large or very close. flew soundlessly and smoothly, rotated as it went",12/22/22,Yes
11/18/22 18:00,Payson,AZ,USA,Circle,10 minutes,6-8 Orange balls of light following each other,12/22/22,
11/18/22 02:00,Fallbrook,CA,USA,Triangle,,Flashing moving object,12/22/22,Yes
11/18/22 01:19,Northridge,CA,USA,Oval,2 minutes,Similar in brightness to a satellite. Two points (front/rear?) with reflection showing oval to round shape.,12/22/22,
11/18/22 00:46,The Villages,FL,USA,Circle,3-5 minutes,Circular pattern of 4-5 small white discs or orbs,12/22/22,
11/18/22 00:14,Leavenworth,WA,USA,Cross,2hr,Light,12/22/22,Yes
11/17/22 23:02,West Hollywood,CA,USA,Changing,25 min,This is exactly the craft Roger Marsh witnessed.,12/22/22,
11/17/22 22:02,Vestavia Hills,AL,USA,Formation,45 seconds,Strange gray object that seemed like a formation of many objects that changed shape as it moved,12/22/22,Yes
11/17/22 20:31,Newcastle,WA,USA,Light,,Plasma shape shifting bright ball,12/22/22,
11/17/22 11:24,Hayden,ID,USA,Unknown,,"This sound woke me up, and I hurried outside and eventually took my boots off to quickly videotape this.",12/22/22,
11/17/22 08:51,Casa Grande,AZ,USA,Sphere,3 maybe 4 minutes,I witnessed a round very bright ball of light. No sound nothing else in the sky. In a blink of an eye it was gone off to the east.,12/22/22,
11/17/22 07:24,Ponce inlet,FL,USA,Teardrop,,Saw a ufo in a pic I took after the fact,12/22/22,Yes
11/17/22 03:25,Vermillion,,USA,Unknown,It was around 3:30 am,I started to record this light through my peephole and I caught the light gradually changing I captured something a being of some sort.,12/22/22,Yes
11/17/22 01:35,Columbus,,,Light,2 minutes,Erratically flying orbs were darting back and forth until they disappeared altogether.,12/22/22,Yes
11/17/22 00:45,The Villages,FL,USA,Circle,4-5 minutes,"Spotlight-like circlesoriginating from ISS, illuminating the underside of cloud cover",12/22/22,
11/16/22 20:34,Abiquiu,NM,USA,Light,Hours,Lights hovering parallel to the ground along a fence and off the cliff,12/22/22,Yes
11/16/22 20:03,Summerville,SC,USA,Light,80 seconds,"3 groups of lights were seen moving quickly, silently, over our property",12/22/22,
11/16/22 19:40,Waterford,MI,USA,Sphere,"4 seconds, approx.",Clear/ white sphere appeared suddenly,12/22/22,
11/16/22 18:04,Llandudno,Wales,United Kingdom,Teardrop,6 minutes,"Criss cross, very fast then gone",12/22/22,
11/16/22 17:30,Wilmington,NC,USA,Cigar,<20 seconds,Observed a very slow moving unmarked cigar tube shaped craft moving in the air at very low altitude in straight East to West direction,12/22/22,
11/16/22 13:40,Sun City West,AZ,USA,Teardrop,A few seconds,Silver object,12/22/22,
11/16/22 13:32,Scottsdale,AZ,USA,Cigar,10 seconds,"A bright silver cigar shaped object was floating, completely motionless in the sky and then disappeared in about 10 seconds",12/22/22,Yes
11/16/22 01:00,Columbia,,USA,Circle,20 seconds,"Driving home from friends, Seeings massive craft about 150-200 feet in the air with orange dim lights on the bottom above woods.",12/22/22,
11/16/22 00:39,Hyannis,MA,USA,Circle,Almost 5 hours,A bunch of white balls with faces in them getting blasted by light projectiles,12/22/22,
11/15/22 22:36,Sinking Spring,PA,USA,Other,15 min,Silver white line with different colored lights on it,12/22/22,
11/15/22 22:30,Shoreline,WA,USA,Disk,Every night I believe,I have pictures sent from a ufo showing its ship,12/22/22,Yes
11/15/22 19:52,Snow Camp,NC,USA,Circle,3 minutes,Craft was bright white moving across sky then turned orange/reddish and flew up out of sight,12/22/22,
11/15/22 18:30,Juana diaz,,Puerto Rico,Circle,1:50 minutes,Like a bright big start moving,12/22/22,
11/15/22 15:11,Mckenney,VA,USA,Circle,,uap,12/22/22,
11/15/22 14:44,Manchester,NH,USA,Other,Over 30 minutes,It looked exactly like a black number 9 flying and swirling in the sky,12/22/22,Yes
11/15/22 01:45,Venice,,,Circle,45 minutes,I saw a very colorful object moving back and forth across the sky in a small area. It was multicolored. I looked at it with binoculars,12/22/22,
11/15/22 00:37,Elkview,WV,USA,Other,Approximately 15 minutes,"Bright light straight across small rd, no houses or other lights",12/22/22,Yes
11/14/22 23:30,SYDNEY,New South Wales,Australia,Unknown,3 - 5 seconds,Craft appears takes off for a few seconds then disappears or cloaked itself,12/22/22,
11/14/22 20:30,Seattle,WA,USA,Changing,10 minutes,Noticed lights moving at a high speed well above the horizon. Air traffic control was aware and asked us to document,12/22/22,
11/14/22 20:30,Moses Lake,,,Unknown,20min,3 lights dogfighting in the sky to the west. ((NUFORC Note: Report submitted by airline 1st officer. PD)),12/22/22,
11/14/22 17:30,Lakeville,MA,USA,Circle,slow decent for hours,"The extended visitation appears to be an observation only, they descend slowly through the night in my neighborhood.",12/22/22,
11/14/22 16:40,Philadelphia pa,,,Light,About 5 minutes in sky,I was driving seen 5 lights in sky not moving. got out of car took pictures.,12/22/22,Yes
11/14/22 16:40,Philadelphia,PA,USA,Cigar,About 5 minutes still.,I was driving seen 5 lights in sky not moving. got out of car took pictures.,12/22/22,Yes
11/14/22 15:11,Gary,IN,USA,Diamond,2 seconds,It came straight down from the sky.,12/22/22,
11/14/22 15:10,,NV,USA,Other,,saw a ufo while flying in a plane over nevada,12/22/22,Yes
11/14/22 01:21,Barstow,CA,USA,Light,5 mins,Zigzag movements. Fast.,12/22/22,
11/14/22 00:48,Puerto Vallarta,,Mexico,Light,1 minute,Slow moving comet like,12/22/22,Yes
11/13/22 20:03,Warwick,NY,USA,Formation,A few min,Something red in sky.,12/22/22,Yes
11/13/22 19:50,San antonio,TX,USA,Light,Lights in the clouds,Lights in the clouds,12/22/22,
11/13/22 18:45,"Turnersville, NJ",NJ,USA,Circle,30 seconds to a minute,"Noticed 2 very bright lights that were not there a second ago, and then they shot up into the air/space rapidly.",12/22/22,Yes
11/13/22 18:30,Montgomery,TX,USA,Oval,10 seconds,Oval or egg shaped either glowing or smooth bright white.,12/22/22,
11/13/22 18:02,Fort Wayne,IN,USA,Other,In a photo I took of city,Took a photo of city skyline and noticed it after I took the photos.,12/22/22,Yes
11/13/22 17:50,Pompano bch,FL,USA,Other,3-4 min,Partially cloaked craft moving slowly,12/22/22,
11/13/22 12:15,Hyannis,MA,USA,Other,6 minutes,some thing that made noise and looked like it was shooting stuff out or in making a lot of noise,12/22/22,
11/13/22 03:10,Hyannis,MA,USA,Light,one hour,A small orb of light floating or flying slowly around the area and a bright floating marshmallow looking object in the sky,12/22/22,
11/13/22 00:33,Newbury Park,CA,USA,Circle,1 minute,"While driving up the grade, I noticed a large UFO going south towards the beach, 30 seconds later it disappeared in the east horizon",12/22/22,
11/12/22 23:36,Springfield,NE,USA,Circle,5-10 minutes,Saw solid white lights with blinking light's hovering,12/22/22,
11/12/22 22:32,Perkasie,PA,USA,Unknown,10 seconds,One light floating and vanishing in sky,12/22/22,
11/12/22 22:30,Oklahoma City,OK,USA,Triangle,Roughly 10 seconds,Triangular shape with 5 lights moving South steadily.,12/22/22,
11/12/22 22:10,Austin tx,,,Triangle,,Driving down I 35 south,12/22/22,
11/12/22 21:41,Oakland,CA,USA,Circle,3/5mins at a fast paste,Orange kinda redishlight in the sky coming out of no where,12/22/22,
11/12/22 21:40,Coeur d' Alene,ID,USA,Triangle,30 Seconds,Dark Triangle with Large Round White Circles at Corners,12/22/22,Yes
11/12/22 21:30,Tacoma,WA,USA,Light,5 minutes,Single light dropping straight down from high in atmosphere,12/22/22,
11/12/22 21:02,Hyannis,MA,USA,Circle,2 minutes,Bright orange light hovering northbound in the eastern sky,12/22/22,
11/12/22 20:22,Brooklyn,NY,USA,Light,3 minutes in and out,Bright orange light over NYC- not moving,12/22/22,Yes
11/12/22 19:20,Olympia,WA,USA,Formation,30 sec,Formation of bird shaped objects. They were not birds but appeared to have wings. Or wide vs,12/22/22,
11/12/22 19:03,Compton / Paramount,CA,USA,Circle,5-10 minutes,7-9 unidentified flying objects that vanished quickly.,12/22/22,
11/12/22 18:50,Tenerife,Canary Islands,Spain,Circle,30 seconds max,Fast moving green flashing light came to a complete halt,12/22/22,Yes
11/12/22 18:45,Austin,TX,USA,Light,10mins,"Bright light, other bright lights were shooting out of the main light and then slowed and floated and disappeared.",12/22/22,Yes
11/12/22 18:33,Merrillville,IN,USA,Light,unknown,Lights moving in curcle,12/22/22,
11/12/22 16:00,Garfield,NJ,USA,Other,A second,Object seen in sky.. ((NUFORC Note: Lens flare. PD)),12/22/22,Yes
11/12/22 13:15,"Suisun (Soosoon) City,",CA,USA,Other,30 seconds,Bright Flashes in Daytime sunlit sky.,12/22/22,
11/12/22 09:02,Hyannis,MA,,Circle,2 minutes,Silent UFO hovering over Straightway in Hyannis Ma,12/22/22,
11/12/22 09:00,Sioux City,IA,USA,Circle,30 mins,Honestly looked like a rainbow portal,12/22/22,
11/12/22 08:01,baltiomre,MD,USA,Cigar,22 seconds,i was getting out of my car looked up and saw a stationary weird thing,12/22/22,
11/12/22 00:35,Flight AA951,,USA,Light,3min,"Object traveling in opposite direction than the plane, stabilizes beside the plane and starts to move up and down like a drone.",12/22/22,
11/12/22 00:35,Flight AA951,,USA,Light,3min,Resendig the attached video,12/22/22,
11/12/22 00:08,Lawrence,KS,USA,Chevron,1 minute,"Flying west to east, very fast, close lights in shape of a wide V. then disappeared, then a few seconds later another set, loose wide V",12/22/22,Yes
